availability_365,reviews_per_month,number_of_reviews,minimum_nights,calculated_host_listings_count,latitude,longitude,churned,room_type_Hotel room,room_type_Private room,room_type_Shared room,churn_predicted
249,0.01,1,179,1,45.46874,-73.61305,0,False,False,False,1
107,0.29,35,32,2,45.53802,-73.62843,0,False,False,False,1
163,3.29,390,2,2,45.54116,-73.6071,0,False,False,False,0
66,2.3,81,2,1,45.52269,-73.5771,0,False,True,False,0
237,0.53,63,120,18,45.52472,-73.59554,0,False,False,False,1
308,1.69,190,2,1,45.51135,-73.5605,0,False,False,False,0
234,0.31,35,60,18,45.47318,-73.64515,0,False,False,False,1
179,0.28,26,31,2,45.51179,-73.6273,0,False,False,False,1
365,0.67,75,32,18,45.47203,-73.64633,0,False,False,False,0
0,1.62,175,1,11,45.49369,-73.56161,1,False,False,False,1
6,1.52,161,31,1,45.53668,-73.58294,0,False,False,False,1
243,2.1,231,1,10,45.52218627929688,-73.57405090332031,0,False,False,False,0
156,2.68,291,2,7,45.49571,-73.57369,0,False,False,False,0
323,1.25,141,1,10,45.52225,-73.57424,0,False,False,False,0
264,1.72,194,1,10,45.522278,-73.574219,0,False,False,False,0
239,2.21,240,1,10,45.522278,-73.574219,0,False,False,False,0
264,1.62,179,1,10,45.52228,-73.57422,0,False,False,False,0
0,1.44,161,1,10,45.52228,-73.57422,1,False,False,False,1
3,0.05,6,60,21,45.47135,-73.60808,0,False,False,False,1
312,1.93,210,1,10,45.52228,-73.57422,0,False,False,False,0
311,1.51,168,31,2,45.54724,-73.64578,0,False,True,False,0
86,0.09,10,31,1,45.53237,-73.57564,0,False,False,False,1
0,0.04,3,31,13,45.51685,-73.55541,1,False,False,False,1
249,0.19,20,100,8,45.52154,-73.55915,0,False,False,False,1
266,2.66,75,3,1,45.52595,-73.62504,0,False,False,False,0
89,0.02,2,31,1,45.54177,-73.5402,0,False,False,False,1
364,0.0,0,31,1,45.50234,-73.56463,1,False,False,False,0
67,0.2,22,31,2,45.46244,-73.56551,0,False,True,False,1
51,1.32,147,32,2,45.54067,-73.62286,0,False,False,False,0
261,1.01,106,31,2,45.55312,-73.59492,0,False,False,False,0
249,0.06,7,180,11,45.51394,-73.56696,0,False,False,False,1
40,0.51,15,32,1,45.54616,-73.54377,0,False,False,False,1
265,2.5,132,2,2,45.538226,-73.606543,0,False,False,False,0
100,4.56,506,1,1,45.47258,-73.61702,0,False,False,False,0
365,0.0,0,31,2,45.54408661036831,-73.62639061106711,1,False,False,False,0
86,2.49,249,31,6,45.53288,-73.58239,0,False,False,False,0
365,0.11,12,32,1,45.49388,-73.5834,0,False,False,False,0
113,6.91,737,31,1,45.51646,-73.57201,0,False,False,False,0
222,0.45,50,1,10,45.52169534676524,-73.57322178850023,0,False,False,False,0
365,0.17,18,32,7,45.51335134332659,-73.66135044109569,0,False,True,False,0
242,0.26,18,32,1,45.49724,-73.56974,0,False,False,False,1
31,0.93,39,6,1,45.53192,-73.57933,0,False,True,False,1
270,0.44,47,31,1,45.5112,-73.67754,0,False,True,False,0
0,1.8,55,2,1,45.48756,-73.62667,1,False,False,False,1
2,0.14,11,32,7,45.53404,-73.59686,0,False,False,False,1
177,0.02,2,31,1,45.52361,-73.60296,0,False,False,False,1
286,2.99,320,1,6,45.52373,-73.57912,0,False,False,False,0
305,2.6,278,1,6,45.52374,-73.58122,0,False,False,False,0
282,2.44,264,1,6,45.52201,-73.5792,0,False,False,False,0
282,0.27,18,2,1,45.51169,-73.57016,0,False,False,False,0
365,0.0,0,325,1,45.44384,-73.58006,1,False,False,False,1
39,0.1,10,5,4,45.55427,-73.58346,0,False,False,False,1
363,0.04,4,31,3,45.49653,-73.5622,0,False,False,False,0
0,0.17,19,31,1,45.52759,-73.59137,1,False,False,False,1
0,1.53,163,2,7,45.5171208,-73.5792436,1,False,False,False,1
14,0.93,105,31,3,45.47545,-73.56443,0,False,False,False,1
294,0.23,27,31,1,45.54097,-73.60094,0,False,True,False,0
2,0.05,5,32,18,45.51673,-73.65594,0,False,False,False,1
232,0.01,1,31,1,45.44876,-73.59437,0,False,False,False,1
365,0.06,2,32,18,45.51731,-73.65641,0,False,False,False,0
0,0.03,4,31,1,45.54104,-73.60706,1,False,False,False,1
84,0.53,62,7,2,45.53642,-73.62038,0,False,False,False,1
363,0.64,76,32,1,45.493,-73.57111,0,False,False,False,0
38,2.31,272,31,3,45.52782,-73.59218,0,False,False,False,0
365,0.12,13,32,16,45.5271,-73.57466,0,False,False,False,0
0,1.43,104,2,1,45.57343,-73.54337,1,False,False,False,1
365,0.45,47,31,2,45.55382,-73.65393,0,False,True,False,0
300,0.84,98,31,1,45.47884,-73.56353,0,False,False,False,0
2,0.55,64,300,1,45.52887,-73.62079,0,False,False,False,1
2,0.09,10,60,5,45.52027,-73.59875,0,False,False,False,1
2,0.72,75,1,1,45.57481,-73.63047,0,False,True,False,1
318,0.22,24,31,4,45.45566,-73.54937,0,False,True,False,0
2,0.83,97,31,1,45.50312,-73.56344,0,False,False,False,1
15,2.4,281,3,1,45.5126,-73.57485,0,False,False,False,0
2,0.14,16,32,16,45.52716,-73.57465,0,False,False,False,1
365,0.15,16,32,16,45.5271,-73.57466,0,False,False,False,0
365,0.06,7,365,1,45.53982,-73.58936,0,False,True,False,1
1,3.23,380,1,11,45.50363,-73.55745,0,False,False,False,0
248,0.1,1,31,7,45.49775,-73.63708,0,False,True,False,1
0,1.81,191,7,1,45.43016,-73.66376,1,False,False,False,0
364,1.12,123,31,1,45.51908,-73.55773,0,False,False,False,0
2,2.05,239,4,1,45.55761,-73.66219,0,False,True,False,0
312,0.15,18,32,16,45.5271,-73.57466,0,False,False,False,0
306,0.04,4,32,5,45.51856,-73.59677,0,False,False,False,0
281,3.01,292,2,31,45.49549866,-73.60929871,0,False,False,False,0
245,4.23,493,2,1,45.56992,-73.52616,0,False,False,False,0
88,0.04,5,32,4,45.54237,-73.64542,0,False,False,False,1
269,0.21,22,31,1,45.519,-73.56564,0,False,False,False,0
56,0.61,71,2,3,45.51851,-73.55468,0,False,False,False,1
235,0.93,108,5,1,45.57649,-73.55099,0,False,False,False,0
0,0.71,79,3,1,45.5241,-73.57744,1,False,False,False,1
116,0.22,25,31,1,45.47585,-73.66134,0,False,False,False,1
364,1.02,119,31,1,45.48491,-73.64265,0,False,False,False,0
224,0.1,9,150,1,45.55125,-73.58159,0,False,False,False,1
0,0.17,19,4,1,45.55338,-73.55087,1,False,False,False,1
34,0.06,6,31,3,45.52744,-73.60545,0,False,False,False,1
2,0.07,8,31,3,45.49063,-73.62835,0,False,False,False,1
294,0.42,48,31,1,45.48538,-73.57581,0,False,False,False,0
365,2.25,190,31,6,45.52024,-73.57971,0,False,False,False,0
0,0.32,34,31,2,45.46231,-73.56551,1,False,True,False,1
317,0.18,20,32,1,45.45071,-73.5923,0,False,False,False,0
0,0.99,113,31,1,45.53171,-73.56582,1,False,False,False,1
56,0.12,13,31,2,45.52827,-73.55739,0,False,False,False,1
329,0.47,54,32,1,45.49633,-73.68381,0,False,False,False,0
282,0.2,23,32,9,45.49169,-73.62956,0,False,True,False,0
296,0.4,45,32,1,45.51942,-73.55193,0,False,False,False,0
180,0.45,52,180,1,45.49853,-73.57517,0,False,False,False,1
359,0.09,8,90,21,45.47191,-73.60611,0,False,False,False,0
340,0.1,11,60,21,45.47342,-73.60804,0,False,False,False,0
207,0.12,14,60,21,45.4734,-73.60806,0,False,False,False,1
211,0.28,32,50,18,45.47201,-73.64476,0,False,False,False,1
298,0.33,38,92,1,45.52018,-73.55782,0,False,False,False,0
350,1.7,152,4,6,45.45838428763859,-73.56750378482644,0,False,False,False,0
128,0.66,75,31,3,45.46329,-73.57619,0,False,False,False,1
290,0.32,27,31,1,45.47136,-73.58603,0,False,False,False,0
270,0.05,6,32,1,45.49592,-73.5829,0,False,False,False,1
88,0.13,1,7,1,45.54129,-73.63311,0,False,False,False,1
280,0.11,12,32,1,45.4761,-73.87535,0,False,False,False,0
258,1.34,150,31,7,45.51488,-73.55615,0,False,False,False,0
45,0.55,62,31,1,45.50953,-73.57762,0,False,True,False,1
0,0.06,7,31,1,45.55491,-73.59886,1,False,False,False,1
83,0.25,28,31,1,45.49932,-73.58447,0,False,False,False,1
190,0.98,110,2,1,45.51952,-73.59687,0,False,False,False,0
89,0.0,0,60,1,45.49126,-73.56725,1,False,False,False,1
214,1.51,169,31,19,45.53079,-73.57616,0,False,False,False,0
154,0.05,5,31,1,45.49686,-73.57988,0,False,False,False,1
269,0.1,10,31,1,45.53766,-73.56893,0,False,False,False,0
208,3.24,349,2,10,45.52363,-73.57639,0,False,False,False,0
365,0.02,2,32,18,45.51666,-73.65583,0,False,False,False,0
365,0.02,2,32,18,45.51553,-73.65766,0,False,False,False,0
365,0.02,2,32,18,45.51584,-73.6557,0,False,False,False,0
365,0.02,2,32,18,45.51535,-73.65623,0,False,False,False,0
2,0.04,4,32,18,45.51715,-73.65556,0,False,False,False,1
2,0.02,2,32,18,45.51614,-73.65581,0,False,False,False,1
2,0.89,94,31,7,45.51516,-73.5565,0,False,False,False,1
328,1.33,142,31,7,45.51706,-73.55758,0,False,False,False,0
241,0.24,20,32,7,45.53412,-73.59682,0,False,False,False,0
365,0.01,1,180,1,45.49072,-73.57663,0,False,False,False,1
2,0.74,79,31,2,45.52904,-73.58447,0,False,True,False,1
143,1.74,164,31,14,45.54182,-73.57921,0,False,False,False,0
103,2.26,240,31,2,45.52,-73.56235,0,False,False,False,0
0,1.98,209,31,2,45.52015,-73.56388,1,False,False,False,0
111,2.7,291,2,4,45.52563,-73.5829,0,False,False,False,0
365,0.12,13,360,1,45.5548,-73.54878,0,False,False,False,1
266,2.63,285,2,1,45.4338464458214,-73.67859550742634,0,False,False,False,0
332,0.28,30,31,2,45.49625,-73.57169,0,False,False,False,0
339,2.54,274,2,3,45.4646,-73.593,0,False,False,False,0
134,2.76,299,2,4,45.5517,-73.65948,0,False,False,False,0
365,0.21,23,31,6,45.5059,-73.56823,0,False,False,False,0
180,0.21,23,31,6,45.49461,-73.56755,0,False,False,False,1
365,0.49,53,31,6,45.50578,-73.56618,0,False,False,False,0
0,3.38,353,1,2,45.52566,-73.58216,1,False,True,False,0
151,0.64,68,31,1,45.52857,-73.57397,0,False,False,False,1
0,0.68,73,31,3,45.53051,-73.56773,1,False,False,False,1
62,0.08,8,40,1,45.51914,-73.59197,0,False,False,False,1
268,0.0,0,31,1,45.47039,-73.64409,1,False,False,False,1
40,0.41,9,31,1,45.537355,-73.564241,0,False,False,False,1
365,1.39,150,31,2,45.54306,-73.60615,0,False,False,False,0
363,0.03,1,32,1,45.48276334831137,-73.63892297234354,0,False,False,False,0
0,0.79,25,2,2,45.41391316687176,-73.91662683337927,1,False,True,False,1
0,0.44,47,5,1,45.52765,-73.59076,1,False,False,False,1
365,0.01,1,31,2,45.50124,-73.56309,0,False,False,False,0
163,2.81,305,1,19,45.50793,-73.57248,0,False,False,False,0
116,1.88,201,3,1,45.52949,-73.57032,0,False,False,False,0
365,0.21,22,185,1,45.51073,-73.56893,0,False,False,False,1
0,0.21,20,31,13,45.59675,-73.51447,1,False,False,False,1
250,9.2,986,2,2,45.51351,-73.5655,0,False,True,False,0
247,6.3,674,2,2,45.5156,-73.56526,0,False,True,False,0
256,2.0,209,2,3,45.5281,-73.58489,0,False,False,False,0
364,0.04,3,31,5,45.4941,-73.55915,0,False,False,False,0
330,0.23,25,31,7,45.596527,-73.514442,0,False,True,False,0
0,0.16,1,31,1,45.55556551913776,-73.59034226590748,1,False,False,False,1
0,1.07,111,1,11,45.49226519101478,-73.56274346735543,1,False,False,False,1
365,0.17,15,31,7,45.59862,-73.51772,0,False,True,False,0
364,0.1,10,31,2,45.4768,-73.60098,0,False,False,False,0
365,0.37,39,90,2,45.4949,-73.55988,0,False,False,False,0
265,1.37,143,2,2,45.53606,-73.57556,0,False,False,False,0
365,0.0,0,31,1,45.44748,-73.60251,1,False,False,False,0
169,0.0,0,31,1,45.55033,-73.56107,1,False,False,False,1
250,0.0,0,31,1,45.53526,-73.60611,1,False,False,False,1
27,2.13,206,5,1,45.53477,-73.58603,0,False,False,False,0
0,2.54,260,31,3,45.52221,-73.5931,1,False,False,False,0
365,0.2,21,32,29,45.52109,-73.558,0,False,False,False,0
35,0.35,36,31,4,45.53448,-73.59435,0,False,False,False,1
343,2.31,240,1,3,45.43944,-73.70235,0,False,False,False,0
0,0.16,15,7,1,45.4615478515625,-73.57904815673828,1,False,False,False,1
2,0.04,4,32,2,45.55846,-73.66331,0,False,True,False,1
74,0.66,68,32,1,45.51525,-73.55637,0,False,True,False,1
207,0.25,26,33,2,45.50545,-73.56618,0,False,False,False,1
311,0.17,18,31,3,45.50558,-73.56289,0,False,False,False,0
91,0.14,13,31,1,45.53824,-73.58064,0,False,False,False,1
0,0.16,16,31,3,45.53082,-73.5661,1,False,False,False,1
365,1.51,157,31,5,45.54232,-73.54917,0,False,False,False,0
165,3.88,396,3,2,45.5512974,-73.55300249999999,0,False,False,False,0
284,0.06,6,32,6,45.45614,-73.57707,0,False,False,False,1
229,0.5,52,32,1,45.49364,-73.61185,0,False,False,False,0
364,0.75,75,31,1,45.49202,-73.57848,0,False,False,False,0
0,0.61,63,1,3,45.47872,-73.8303,1,False,False,False,1
1,1.39,143,2,1,45.47616,-73.61909,0,False,False,False,1
339,1.67,172,2,47,45.5204709,-73.5862141,0,False,False,False,0
337,1.82,187,2,47,45.5204709,-73.5862141,0,False,False,False,0
3,0.2,20,31,2,45.47356,-73.60918,0,False,False,False,1
8,0.09,6,31,1,45.49502,-73.57178,0,False,False,False,1
259,2.82,290,3,2,45.5439,-73.53739,0,False,False,False,0
167,3.36,345,1,19,45.50771,-73.57411,0,False,False,False,0
332,0.37,36,31,1,45.49502,-73.57047,0,False,False,False,0
365,0.1,10,31,2,45.47832,-73.60158,0,False,False,False,0
281,0.42,43,5,1,45.53612,-73.61447,0,False,False,False,0
2,0.34,35,32,1,45.5265,-73.54955,0,False,False,False,1
0,0.07,6,31,20,45.51055,-73.57635,1,False,False,False,1
236,1.37,136,31,1,45.52518,-73.59673,0,False,False,False,0
0,0.19,19,31,1,45.54189,-73.58423,1,False,False,False,1
27,4.39,429,2,1,45.51923,-73.56884,0,False,False,False,0
156,0.21,21,1,3,45.47939,-73.83008,0,False,True,False,1
157,0.7,71,1,3,45.47733,-73.83054,0,False,False,False,0
2,2.01,203,1,1,45.45522,-73.59121,0,False,False,False,0
365,0.13,14,32,5,45.50778,-73.63218,0,False,False,False,0
223,0.22,23,32,4,45.54844,-73.62864,0,False,False,False,0
4,0.35,37,3,1,45.52541,-73.57761,0,False,False,False,1
337,1.57,167,2,1,45.57079,-73.59069,0,False,False,False,0
14,0.78,83,1,11,45.493,-73.56146,0,False,False,False,1
63,2.26,242,1,1,45.53509,-73.59591,0,False,False,False,0
205,0.28,8,32,3,45.57843,-73.54834,0,False,False,False,1
365,0.1,9,32,16,45.5271,-73.57466,0,False,False,False,0
187,0.9,97,31,1,45.45816,-73.56451,0,False,False,False,0
305,0.21,23,90,1,45.50698,-73.57177,0,False,False,False,1
365,0.28,30,90,1,45.4949,-73.56016,0,False,False,False,0
50,2.41,256,2,2,45.53932,-73.56176,0,False,False,False,0
1,2.12,226,2,1,45.53003,-73.58438,0,False,False,False,0
187,0.3,32,5,1,45.50608,-73.55204,0,False,False,False,1
313,2.45,250,3,2,45.47174,-73.61209,0,False,False,False,0
365,0.12,13,31,20,45.51038,-73.57583,0,False,False,False,0
359,0.0,0,31,1,45.49484,-73.57379,1,False,False,False,0
354,0.68,72,2,47,45.5213493,-73.5776314,0,False,False,False,0
356,0.6,64,2,47,45.5213493,-73.5776314,0,False,False,False,0
190,3.02,321,2,10,45.52255,-73.57422,0,False,False,False,0
358,0.04,3,32,1,45.5569,-73.56135,0,False,False,False,0
0,0.24,25,32,1,45.53609,-73.56696,1,False,False,False,1
308,0.15,15,31,20,45.50888,-73.5715,0,False,False,False,0
248,1.06,20,4,1,45.51208,-73.5688,0,False,False,False,0
212,1.4,149,1,1,45.50894,-73.5516,0,False,False,False,0
23,1.99,184,31,1,45.52618,-73.5999,0,False,False,False,0
341,0.12,13,32,6,45.45781,-73.57719,0,False,False,False,0
350,1.29,136,2,47,45.5213493,-73.5776314,0,False,False,False,0
241,2.23,234,2,1,45.52676,-73.5827,0,False,False,False,0
237,0.19,20,32,6,45.45761,-73.57783,0,False,False,False,1
364,0.09,9,31,2,45.52357,-73.61318,0,False,False,False,0
236,0.19,20,31,1,45.49488,-73.57038,0,False,False,False,1
364,0.16,17,32,6,45.4559,-73.57574,0,False,False,False,0
85,0.55,58,31,4,45.45836,-73.63403,0,False,True,False,1
358,0.97,100,2,47,45.5213493,-73.5776314,0,False,False,False,0
29,2.75,289,6,1,45.58067,-73.56059,0,False,False,False,0
365,0.11,11,31,20,45.51019,-73.5753,0,False,False,False,0
347,1.38,142,2,47,45.5204709,-73.5862141,0,False,False,False,0
365,1.62,167,2,47,45.5204709,-73.5862141,0,False,False,False,0
3,0.2,20,90,11,45.49673,-73.57022,0,False,False,False,1
0,0.65,68,31,1,45.55559,-73.64754,1,False,False,False,1
365,1.13,119,31,7,45.51636,-73.55845,0,False,False,False,0
36,0.33,31,90,1,45.49348544374294,-73.5581980601119,0,False,False,False,1
190,0.75,70,4,2,45.50936,-73.66983,0,False,False,False,0
74,1.96,206,2,1,45.50692,-73.55286,0,False,False,False,0
358,0.17,16,31,1,45.52248,-73.5568,0,False,False,False,0
1,1.02,107,31,1,45.46565,-73.56591,0,False,False,False,1
138,0.78,81,32,2,45.48887,-73.62355,0,False,False,False,1
102,0.74,70,32,2,45.48927,-73.62375,0,False,False,False,1
261,0.25,26,32,7,45.53379,-73.59757,0,False,False,False,0
0,0.95,100,31,2,45.49486,-73.57499,1,False,False,False,1
0,2.11,223,2,1,45.57176,-73.54376,1,False,True,False,0
332,0.58,61,32,1,45.41752,-73.6265,0,False,False,False,0
0,0.53,55,31,1,45.50874,-73.56263,1,False,False,False,1
362,0.03,1,31,3,45.50069,-73.57869,0,False,False,False,0
34,2.64,278,3,2,45.53741,-73.56123,0,False,False,False,0
1,3.18,335,31,1,45.5228,-73.59956,0,False,False,False,0
365,0.32,33,31,1,45.4791,-73.63447,0,False,False,False,0
290,3.02,317,3,1,45.5504,-73.55049,0,False,False,False,0
0,0.36,37,32,1,45.53717,-73.69312,1,False,False,False,1
272,0.05,4,31,20,45.51064,-73.57629,0,False,False,False,1
3,0.24,23,31,2,45.48779,-73.62578,0,False,False,False,1
2,3.71,74,1,1,45.46637536316856,-73.57886545492745,0,False,False,False,0
270,0.31,32,31,7,45.52081,-73.56271,0,False,True,False,0
280,1.74,182,32,2,45.46672,-73.66643,0,False,False,False,0
273,0.36,38,31,1,45.48237,-73.62775,0,False,True,False,0
10,0.27,28,4,3,45.53721,-73.59999,0,False,False,False,1
0,0.81,85,31,1,45.5338,-73.607,1,False,False,False,1
365,0.14,15,32,16,45.52716,-73.57465,0,False,False,False,0
2,0.07,7,1,4,45.509293,-73.572342,0,False,False,False,1
39,1.31,130,3,1,45.53462,-73.60954,0,False,False,False,0
178,0.35,35,31,1,45.54125,-73.55638,0,False,False,False,1
144,3.93,391,1,19,45.50793,-73.57356,0,False,False,False,0
300,0.29,26,32,7,45.53402,-73.59688,0,False,False,False,0
0,2.35,234,31,19,45.52235,-73.59558,1,False,False,False,0
223,0.17,17,90,1,45.55256,-73.6198,0,False,False,False,1
73,0.28,26,3,1,45.53074,-73.60882,0,False,False,False,1
109,0.02,2,31,1,45.49493,-73.56992,0,False,False,False,1
307,0.17,12,32,7,45.53379,-73.59757,0,False,False,False,0
148,5.62,561,2,2,45.54663,-73.63861,0,False,False,False,0
146,5.33,532,2,2,45.54656,-73.63873,0,False,False,False,0
365,0.99,99,31,7,45.51486,-73.55829,0,False,False,False,0
2,1.22,124,2,47,45.5213493,-73.5776314,0,False,False,False,1
357,1.52,154,2,47,45.5213493,-73.5776314,0,False,False,False,0
364,0.13,10,31,20,45.5041,-73.562,0,False,False,False,0
309,0.21,21,31,1,45.49404,-73.57567,0,False,False,False,0
17,0.2,20,32,1,45.51766,-73.56003,0,False,False,False,1
0,3.83,388,31,3,45.52475,-73.60344,1,False,False,False,0
341,2.44,162,1,11,45.50337,-73.55513,0,False,False,False,0
280,1.33,133,31,1,45.49633,-73.56989,0,False,False,False,0
0,0.1,8,180,1,45.49025,-73.58635,1,False,False,False,1
0,0.53,50,4,1,45.52572,-73.60248,1,False,False,False,1
194,0.12,11,90,4,45.51491,-73.56299,0,False,False,False,1
175,0.11,10,90,4,45.51671,-73.56519,0,False,False,False,1
102,0.4,38,31,1,45.50922,-73.57408,0,False,True,False,1
79,3.1,310,1,3,45.46721,-73.60735,0,False,True,False,0
0,2.93,294,1,3,45.46954,-73.6089,1,False,True,False,0
213,3.2,313,3,2,45.52269,-73.58417,0,False,False,False,0
0,0.1,2,90,4,45.51669,-73.563,1,False,False,False,1
188,0.4,39,31,1,45.55233,-73.57648,0,False,False,False,1
0,0.0,0,90,1,45.47541,-73.56447,1,False,False,False,1
0,0.22,22,31,1,45.55045,-73.58035,1,False,False,False,1
287,0.13,13,31,11,45.59484,-73.56276,0,False,False,False,0
245,2.22,221,2,1,45.52474,-73.58067,0,False,False,False,0
2,0.18,18,32,7,45.53379,-73.59757,0,False,False,False,1
173,0.0,0,32,1,45.43624,-73.5831,1,False,False,False,1
273,0.52,52,31,1,45.51851,-73.57365,0,False,False,False,0
67,0.14,13,31,1,45.52774,-73.62411,0,False,False,False,1
72,0.84,79,31,4,45.51582717895508,-73.57106018066406,0,False,False,False,1
121,1.76,177,31,2,45.49597,-73.57075,0,False,False,False,0
0,0.18,18,31,2,45.54915,-73.64631,1,False,False,False,1
306,0.49,49,32,1,45.55873,-73.65774,0,False,False,False,0
207,5.67,568,1,2,45.46292,-73.5833,0,False,False,False,0
230,4.14,393,2,2,45.51868,-73.58363,0,False,False,False,0
49,2.63,258,2,2,45.54123,-73.60706,0,False,False,False,0
300,0.26,24,7,1,45.5303,-73.58049,0,False,False,False,0
167,0.94,94,31,5,45.49719,-73.56993,0,False,False,False,0
85,1.06,106,31,2,45.62649,-73.58973,0,False,False,False,0
329,0.01,1,31,3,45.53852,-73.62201,0,False,False,False,0
179,0.0,0,90,1,45.49693,-73.57406,1,False,False,False,1
0,0.04,4,31,1,45.52279,-73.61367,1,False,False,False,1
187,0.07,7,31,4,45.50205,-73.56813,0,False,True,False,1
263,0.18,17,3,2,45.55234,-73.59481,0,False,False,False,0
364,0.11,9,32,6,45.45665,-73.57779,0,False,False,False,0
267,2.81,265,31,6,45.55676,-73.53096,0,False,False,False,0
177,1.03,98,31,1,45.49651,-73.56929,0,False,False,False,0
337,1.43,137,1,3,45.43789,-73.70281,0,False,False,False,0
0,0.21,20,31,1,45.54977,-73.61461,1,False,False,False,1
0,4.52,431,2,2,45.52349,-73.59432,1,False,False,False,0
196,3.25,312,2,4,45.49309,-73.57682,0,False,False,False,0
87,3.08,296,5,1,45.53721,-73.6003,0,False,False,False,0
144,0.2,19,32,2,45.54473,-73.62995,0,False,False,False,1
336,1.17,110,1,3,45.43886,-73.70098,0,False,False,False,0
0,0.27,26,31,1,45.49644,-73.61802,1,False,False,False,1
197,0.71,65,31,2,45.52357,-73.61092,0,False,False,False,0
120,3.27,309,1,1,45.55109,-73.66973,0,False,False,False,0
267,0.07,4,1,4,45.509155,-73.572533,0,False,False,False,1
66,0.64,60,7,1,45.60294,-73.52511,0,False,False,False,1
35,0.96,91,31,4,45.51582717895508,-73.57106018066406,0,False,False,False,1
32,1.11,104,31,4,45.52757,-73.58398,0,False,True,False,1
255,0.29,26,31,1,45.55564,-73.53846,0,False,False,False,0
0,0.12,11,3,1,45.53878,-73.62073,1,False,False,False,1
94,1.41,129,31,1,45.47858,-73.61696,0,False,False,False,0
269,0.0,0,31,1,45.53002,-73.57017,1,False,False,False,1
281,1.18,111,31,6,45.53691,-73.58099,0,False,False,False,0
45,2.82,266,2,1,45.4789296025463,-73.61913316750851,0,False,False,False,0
214,0.93,89,31,1,45.49617,-73.57184,0,False,False,False,0
358,0.0,0,300,1,45.45398,-73.64088,1,False,False,False,1
207,3.81,361,1,31,45.49551,-73.6093,0,False,False,False,0
156,1.09,101,31,1,45.52323,-73.54775,0,False,False,False,0
0,1.16,110,32,2,45.46471,-73.80729,1,False,False,False,1
365,0.0,0,365,1,45.49162,-73.58397,1,False,False,False,1
