availability_365,reviews_per_month,number_of_reviews,minimum_nights,calculated_host_listings_count,latitude,longitude,churned,room_type_Hotel room,room_type_Private room,room_type_Shared room,churn_predicted
2,0.0,0,31,133,45.480733560272775,-73.57347722424578,1,False,False,False,1
0,2.6,53,1,2,45.478908524096695,-73.61818104394037,1,False,False,False,0
294,0.2,3,31,5,45.5175356,-73.56693849999999,0,False,False,False,0
359,2.12,40,1,1,45.538363323067394,-73.6075179059658,0,False,False,False,0
355,3.14,61,31,37,45.52096,-73.57716,0,False,False,False,0
346,3.98,77,31,37,45.52096,-73.57716,0,False,False,False,0
338,4.27,87,31,14,45.51479,-73.5749,0,False,False,False,0
348,2.94,57,31,37,45.52096,-73.57716,0,False,False,False,0
344,3.72,72,1,37,45.52106,-73.57702,0,False,False,False,0
346,3.62,70,31,37,45.52096,-73.57716,0,False,False,False,0
280,0.48,1,31,89,45.51963,-73.57779,0,False,False,False,0
349,3.16,61,31,37,45.52096,-73.57716,0,False,False,False,0
347,2.55,50,1,37,45.52106,-73.57702,0,False,False,False,0
334,3.16,62,1,37,45.52106,-73.57702,0,False,False,False,0
2,2.53,47,31,37,45.52096,-73.57716,0,False,False,False,0
224,0.53,6,31,1,45.4960582,-73.56768079999999,0,False,False,False,1
195,0.27,5,31,1,45.4980317,-73.6205256,0,False,False,False,1
233,0.33,5,31,14,45.4907877,-73.64417089999999,0,False,False,False,1
365,0.0,0,31,1,45.56008,-73.59838,1,False,False,False,0
28,0.16,1,31,1,45.528962615498365,-73.58882216547971,0,False,False,False,1
344,0.24,2,31,13,45.50924,-73.56316,0,False,False,False,0
349,0.31,4,31,13,45.50934291343658,-73.56136338812256,0,False,False,False,0
301,0.39,4,31,13,45.51089934264361,-73.56333732389187,0,False,False,False,0
347,0.08,1,31,13,45.5101,-73.56129,0,False,False,False,0
326,0.15,2,32,15,45.48904,-73.58002,0,False,True,False,0
2,0.0,0,32,1,45.6294961,-73.5047234,1,False,False,False,1
365,0.05,1,31,1,45.60817950619218,-73.5321456290932,0,False,True,False,0
52,3.67,70,3,7,45.51962,-73.57291,0,False,True,False,0
173,0.0,0,31,1,45.56971,-73.52138,1,False,False,False,1
365,0.11,2,31,15,45.49589,-73.62013,0,False,True,False,0
0,0.05,1,31,1,45.48400283212707,-73.6422060092318,1,False,True,False,1
270,0.05,1,31,40,45.49740199470847,-73.62237079163424,0,False,True,False,1
270,0.15,3,31,40,45.4969781160343,-73.62208965883589,0,False,True,False,1
270,0.1,2,31,40,45.49505021955062,-73.62084162587854,0,False,True,False,1
179,0.37,7,31,1,45.54362,-73.60062,0,False,False,False,1
180,0.0,0,31,1,45.43500082653715,-73.68806188793623,1,False,False,False,1
33,11.87,226,1,1,45.46031,-73.78387,0,False,False,False,0
2,0.0,0,31,1,45.5179296,-73.5835373,1,False,True,False,1
69,5.33,107,2,1,45.52971013550426,-73.57215068814963,0,False,False,False,0
3,0.46,9,31,1,45.51354347855536,-73.55576043595602,0,False,False,False,1
2,0.0,0,87,12,45.51497,-73.56978,1,False,False,False,1
364,0.47,9,45,12,45.51484250478928,-73.57029045432397,0,False,False,False,0
263,3.62,73,31,12,45.49118,-73.56567,0,False,True,False,0
241,5.53,111,31,12,45.49152326937013,-73.5657501320071,0,False,True,False,0
138,3.2,41,2,1,45.50820857538479,-73.57429396931151,0,False,False,False,0
316,3.73,75,2,1,45.50951,-73.56457,0,False,False,False,0
177,2.28,46,2,1,45.51985301548093,-73.55483778292316,0,False,False,False,0
360,1.4,27,1,6,45.49412,-73.60897,0,False,True,False,0
332,1.09,21,1,6,45.49552,-73.60889,0,False,True,False,0
82,0.35,4,31,2,45.47762549999999,-73.579103,0,False,False,False,1
364,0.19,1,31,4,45.458385459738174,-73.59902649480632,0,False,False,False,0
269,0.0,0,31,1,45.495175,-73.6123483,1,False,False,False,1
0,0.0,0,31,1,45.50583,-73.69375,1,False,False,False,1
355,0.12,2,31,2,45.55587,-73.531,0,False,False,False,0
63,0.0,0,31,93,45.58382799546816,-73.59663330445557,1,False,False,False,1
2,0.54,3,2,2,45.6027422445643,-73.54581351419874,0,False,False,False,1
11,0.0,0,45,1,45.4915707,-73.5812191,1,False,False,False,1
303,0.27,5,1,6,45.49493,-73.60733,0,False,True,False,0
0,0.56,11,31,1,45.44785,-73.65105,1,False,False,False,1
243,4.63,84,31,32,45.52465334508003,-73.58786779868743,0,False,False,False,0
114,2.82,54,1,23,45.46470615684411,-73.61573024553851,0,False,False,False,0
163,2.43,41,2,4,45.51703,-73.58935,0,False,False,False,0
354,0.0,0,31,3,45.58730626259977,-73.56107945419573,1,False,False,False,0
0,0.0,0,31,3,45.58360291377106,-73.59680869096408,1,False,True,False,1
317,0.43,8,2,1,45.57557694156926,-73.56587099943692,0,False,False,False,0
44,4.8,93,1,2,45.50739500237934,-73.55938228951386,0,False,False,False,0
0,0.16,3,31,1,45.5465,-73.64502,1,False,False,False,1
61,4.76,89,2,1,45.53114678779649,-73.57177626286698,0,False,False,False,0
117,0.08,1,31,5,45.5472,-73.6403,0,False,False,False,1
155,0.91,1,31,3,45.48852,-73.63609,0,False,False,False,1
0,0.2,2,31,5,45.54700115744281,-73.64051601553466,1,False,False,False,1
345,2.65,50,1,2,45.53694316501472,-73.55871837432566,0,False,False,False,0
51,2.17,38,2,3,45.53798,-73.6063,0,False,False,False,0
0,0.6,2,32,4,45.53304322636566,-73.57077408065165,1,False,False,False,1
24,1.31,25,2,69,45.49124012174243,-73.58273773945675,0,False,False,False,1
25,1.05,20,2,69,45.48982276009078,-73.58185929950231,0,False,False,False,1
246,3.11,60,31,7,45.54311,-73.63915,0,False,False,False,0
203,0.27,5,31,1,45.48827,-73.57603,0,False,False,False,1
364,0.19,1,31,89,45.4891492,-73.6475323,0,False,False,False,0
89,0.16,3,31,1,45.49336058698167,-73.5769652218956,0,False,False,False,1
94,5.15,100,1,33,45.52568,-73.59983,0,False,False,False,0
236,2.28,44,31,2,45.47728316013805,-73.61966216454964,0,False,False,False,0
0,1.1,19,3,3,45.5678105602366,-73.58223717659712,1,False,False,False,1
90,0.38,7,31,1,45.51214,-73.56789,0,False,False,False,1
86,2.12,41,1,1,45.54453,-73.63825,0,False,False,False,0
364,0.05,1,31,1,45.50973,-73.5681,0,False,False,False,0
362,0.0,0,31,1,45.50711,-73.67768,1,False,False,False,0
60,1.95,38,2,1,45.51188100393989,-73.56308714727486,0,False,True,False,0
160,0.48,5,31,2,45.55202,-73.60272,0,False,False,False,1
270,0.29,1,1,7,45.47055114419916,-73.63919327968416,0,False,True,False,0
143,1.08,21,1,26,45.515109087180974,-73.56219257454066,0,False,False,False,0
264,0.0,0,31,1,45.56095,-73.59567,1,False,False,False,0
284,0.18,1,31,1,45.49611386512771,-73.61447426766536,0,False,False,False,0
365,0.15,3,31,1,45.5480327,-73.5366557,0,False,True,False,0
98,1.63,31,2,19,45.50946730183024,-73.5727774057805,0,False,False,False,0
21,0.0,0,31,69,45.48064,-73.57311,1,False,False,False,1
270,0.11,2,31,5,45.4953492235062,-73.63211094779588,0,False,True,False,0
269,0.0,0,31,1,45.52479,-73.55033,1,False,False,False,1
170,0.64,11,31,2,45.51429134757775,-73.55824508827625,0,False,False,False,1
62,0.43,7,32,1,45.53564,-73.58447,0,False,False,False,1
116,3.04,57,2,1,45.5653,-73.66077,0,False,False,False,0
365,0.0,0,31,1,45.493749528603054,-73.57479119844089,1,False,True,False,0
0,0.0,0,32,6,45.48218,-73.6275,1,False,True,False,1
0,0.07,1,31,6,45.48404,-73.62556,1,False,True,False,1
40,2.62,51,2,2,45.5178507,-73.5809965,0,False,False,False,0
157,0.12,1,31,2,45.54525040000001,-73.6033162,0,False,False,False,1
339,1.57,31,1,28,45.4949105,-73.57971479999999,0,False,False,False,0
0,1.86,36,2,1,45.51939,-73.55464,1,False,False,False,1
0,0.28,5,1,28,45.49598,-73.57946,1,False,False,False,1
289,2.05,40,1,28,45.49526,-73.58082,0,False,False,False,0
272,0.34,5,31,14,45.49048982158399,-73.64691672054248,0,False,False,False,0
2,0.47,9,1,28,45.49595,-73.58079,0,False,False,False,1
2,1.47,29,1,28,45.49376270158308,-73.58051896985982,0,False,False,False,1
323,0.58,11,1,28,45.49572,-73.58028,0,False,False,False,0
294,0.96,18,1,28,45.49469,-73.57875,0,False,False,False,0
189,1.17,17,2,1,45.5492565,-73.5771385,0,False,False,False,0
215,0.07,1,31,2,45.491815345572576,-73.58048501472497,0,False,True,False,1
60,0.91,18,1,11,45.51683,-73.58079,0,False,False,False,1
191,0.31,5,31,14,45.49244,-73.64845,0,False,False,False,1
364,0.0,0,300,1,45.52996359198863,-73.59112188884718,1,False,False,False,1
184,0.05,1,2,8,45.50665,-73.55406,0,False,False,False,1
364,0.17,3,31,89,45.53353,-73.61289,0,False,False,False,0
352,3.54,71,31,14,45.51479,-73.5749,0,False,False,False,0
189,8.65,81,1,1,45.55749412386865,-73.61182663589716,0,False,False,False,0
269,0.11,1,15,1,45.53212500000001,-73.6123824,0,False,False,False,0
208,1.29,21,2,1,45.54134,-73.54698,0,False,True,False,0
270,0.0,0,31,40,45.49619990073175,-73.61985887616564,1,False,True,False,1
0,0.11,1,32,6,45.48407014836791,-73.62609783601948,1,False,True,False,1
269,0.14,2,31,6,45.48206023212253,-73.62625530212567,0,False,True,False,0
53,2.25,29,2,1,45.52194133924995,-73.57343020344395,0,False,False,False,0
81,1.79,35,2,1,45.567690784786,-73.64905749157393,0,False,False,False,0
90,0.0,0,3,1,45.44442392229074,-73.75955568730274,1,False,False,False,1
241,0.41,3,31,11,45.507682928930834,-73.56953456997871,0,False,False,False,1
176,0.33,5,31,2,45.49311788637342,-73.56073839065795,0,False,False,False,1
350,1.92,38,2,2,45.54548050616592,-73.54300417006016,0,False,False,False,0
0,0.29,1,32,7,45.547510317700855,-73.54227276559348,1,False,True,False,1
0,0.05,1,31,1,45.53203,-73.57879,1,False,False,False,1
364,0.0,0,31,7,45.58035,-73.54127,1,False,False,False,0
239,0.0,0,32,3,45.46351,-73.58079,1,False,False,False,1
186,0.78,15,3,1,45.54147512728122,-73.54057296190186,0,False,False,False,0
362,0.0,0,31,1,45.522766,-73.5502348,1,False,False,False,0
308,3.59,59,2,4,45.577263473499215,-73.54625888594894,0,False,True,False,0
75,2.15,42,31,3,45.548254086393264,-73.6395562001284,0,False,False,False,0
152,0.31,6,2,8,45.5078685275727,-73.5528117374439,0,False,False,False,1
298,2.49,38,2,4,45.5780754157172,-73.54777957645808,0,False,True,False,0
301,2.09,30,2,4,45.57852,-73.54791,0,False,True,False,0
0,2.57,26,2,4,45.57791222748404,-73.54836855406431,1,False,True,False,0
201,2.13,40,3,1,45.45873,-73.81106,0,False,False,False,0
0,0.41,7,31,3,45.54842,-73.63924,1,False,False,False,1
2,0.22,3,31,14,45.49046,-73.64823,0,False,False,False,1
271,0.08,1,31,1,45.49587,-73.57572,0,False,False,False,1
275,4.4,87,31,15,45.52504939205785,-73.59396866625073,0,False,False,False,0
10,9.03,176,1,2,45.43941,-73.69726,0,False,True,False,0
365,0.0,0,31,7,45.49667381424891,-73.63709081536962,1,False,True,False,0
251,0.1,2,31,1,45.5353925,-73.5942122,0,False,False,False,1
53,0.14,2,31,21,45.516830102217526,-73.5712380386543,0,False,False,False,1
0,0.38,1,31,133,45.501819566416565,-73.57947055811621,1,False,False,False,1
112,0.08,1,31,133,45.50205,-73.58391,0,False,False,False,1
146,0.0,0,31,133,45.510967034958014,-73.56465552313125,1,False,False,False,1
82,0.0,0,31,133,45.511737260311,-73.56183473506555,1,False,False,False,1
269,0.0,0,31,133,45.51369,-73.57007,1,False,False,False,1
130,0.0,0,31,133,45.51539366580926,-73.56025657872542,1,False,False,False,1
113,0.0,0,31,133,45.47901002454427,-73.58897695391019,1,False,False,False,1
101,0.28,4,45,3,45.48761,-73.64043,0,False,False,False,1
195,2.11,31,2,1,45.53448672923405,-73.61307355229295,0,False,False,False,0
20,0.44,7,31,1,45.506819398465694,-73.5535152198226,0,False,False,False,1
72,2.86,56,3,7,45.51962229999999,-73.5729217,0,False,True,False,0
176,0.2,3,90,6,45.53772,-73.55827,0,False,True,False,1
91,2.8,54,3,7,45.51962229999999,-73.5729217,0,False,True,False,0
110,3.0,59,1,18,45.46612780138685,-73.61656223335892,0,False,False,False,0
318,1.31,25,2,6,45.49907,-73.55858,0,False,False,False,0
114,1.88,37,1,18,45.4645310780331,-73.6156441584988,0,False,False,False,0
282,3.96,78,1,47,45.50654017495376,-73.55429517992823,0,False,False,False,0
116,2.25,44,1,18,45.46637042392343,-73.61586384823757,0,False,False,False,0
328,22.51,442,1,47,45.50623599045675,-73.55470332182921,0,False,False,False,0
306,37.79,747,1,47,45.50456,-73.555,0,False,False,False,0
326,4.45,87,1,47,45.50508,-73.55639,0,False,False,False,0
0,0.87,17,1,47,45.50628,-73.55424,1,False,False,False,1
250,0.3,2,31,89,45.5133845,-73.5692333,0,False,False,False,1
169,1.46,27,1,47,45.50435,-73.55496,0,False,False,False,0
0,0.0,0,31,15,45.49669753028835,-73.62037334194008,1,False,True,False,1
206,0.16,1,32,93,45.46223572690916,-73.80144543466366,0,False,False,False,1
270,0.12,2,31,20,45.50978,-73.57453,0,False,False,False,1
328,7.04,108,1,1,45.59945812408995,-73.57536006047566,0,False,False,False,0
143,0.28,5,31,1,45.53680004546295,-73.58265897698936,0,False,False,False,1
156,8.18,142,1,1,45.5145628,-73.5736946,0,False,False,False,0
85,0.24,4,31,21,45.515682536349445,-73.57130994973754,0,False,False,False,1
95,4.3,80,2,1,45.51395,-73.55615,0,False,False,False,0
110,0.35,6,31,5,45.54500735589869,-73.55659639090771,0,False,False,False,1
204,0.21,2,31,2,45.52560291313642,-73.60255707808284,0,False,True,False,1
206,1.48,28,2,7,45.50950175574988,-73.56249547510284,0,False,False,False,0
111,0.0,0,31,130,45.49645,-73.5687,1,False,False,False,1
340,1.38,21,2,31,45.50233426566757,-73.55908138995927,0,False,False,False,0
56,5.37,73,1,1,45.51802376803761,-73.57775665248013,0,False,False,False,0
271,3.47,67,31,32,45.51517229629818,-73.57902218732573,0,False,False,False,0
184,0.4,4,32,1,45.49011153498298,-73.64803236070671,0,False,False,False,1
318,2.87,46,2,31,45.503868505105615,-73.55782855723173,0,False,False,False,0
0,0.42,8,2,69,45.48647529672496,-73.57582171842625,1,False,False,False,1
329,3.42,49,2,31,45.50412,-73.5577,0,False,False,False,0
334,2.95,44,2,31,45.50281083790849,-73.55775672711222,0,False,False,False,0
68,3.43,44,1,2,45.52202068819615,-73.56218097873837,0,False,False,False,0
112,0.44,2,31,1,45.54917031345803,-73.60228400426888,0,False,False,False,1
206,0.11,1,31,2,45.5299933,-73.5848432,0,False,False,False,1
365,0.3,5,31,3,45.49688000711032,-73.56730966156057,0,False,False,False,0
69,2.31,31,31,8,45.4671513692323,-73.64116474342818,0,False,False,False,0
67,2.44,30,31,8,45.46573301237121,-73.63927297104728,0,False,False,False,0
270,0.0,0,31,40,45.49686805832335,-73.62145573057944,1,False,True,False,1
0,0.3,1,31,20,45.50904,-73.57538,1,False,False,False,1
195,0.14,2,31,20,45.50923,-73.57666,0,False,False,False,1
246,0.11,2,31,20,45.50506541771577,-73.56159978985478,0,False,False,False,1
240,0.29,5,31,20,45.50512,-73.563,0,False,False,False,1
0,0.17,2,31,20,45.504432202744425,-73.56101553828212,1,False,False,False,1
96,3.45,61,31,1,45.42268,-73.60182,0,False,False,False,0
89,0.0,0,31,1,45.521478204783286,-73.5531968801559,1,False,False,False,1
268,0.25,2,31,3,45.46892,-73.6163,0,False,False,False,1
0,0.06,1,31,3,45.49576,-73.56672,1,False,False,False,1
296,0.3,2,31,3,45.51220206863918,-73.5562631942196,0,False,False,False,0
330,0.94,1,31,3,45.46927,-73.61713,0,False,False,False,0
37,2.69,45,2,4,45.55173,-73.66161,0,False,False,False,0
73,0.76,8,2,1,45.46619354916099,-73.89573510736227,0,False,False,False,1
200,3.27,58,2,2,45.50229,-73.58105,0,False,False,False,0
218,1.07,17,3,2,45.51403067826299,-73.57299554742993,0,False,False,False,0
107,0.2,1,31,5,45.5175356,-73.56693849999999,0,False,False,False,1
42,5.72,105,2,1,45.5072094,-73.55302619999999,0,False,False,False,0
269,0.0,0,31,1,45.5308861933492,-73.5701436354028,1,False,False,False,1
270,0.24,1,32,6,45.45905,-73.59152,0,False,True,False,1
110,3.96,72,2,2,45.50048,-73.57873,0,False,False,False,0
244,0.22,3,31,8,45.53337020429221,-73.56175907580298,0,False,False,False,1
240,0.91,16,3,3,45.50501,-73.55521,0,False,False,False,0
0,1.89,31,3,3,45.49921874853577,-73.57368110753188,1,False,False,False,1
334,3.36,62,2,72,45.52283006470645,-73.5784377609297,0,False,False,False,0
2,4.22,78,2,72,45.52299,-73.57834,0,False,False,False,0
327,3.93,72,2,72,45.52176269078902,-73.57880141507843,0,False,False,False,0
320,3.85,71,2,1,45.48454582615912,-73.55850586612226,0,False,False,False,0
26,3.01,52,3,2,45.54219,-73.60345,0,False,True,False,0
349,0.26,4,1,8,45.4888690195298,-73.56854522351361,0,False,False,False,0
187,0.41,4,31,1,45.4947192,-73.5749392,0,False,False,False,1
57,0.0,0,31,1,45.548635389802506,-73.58110289547483,1,False,False,False,1
80,4.83,88,2,33,45.52568,-73.59983,0,False,False,False,0
88,0.25,4,31,2,45.43031,-73.63817999999999,0,False,False,False,1
235,1.45,25,2,2,45.51960782126115,-73.56569949959655,0,False,False,False,0
179,0.27,2,31,4,45.60925,-73.51164,0,False,False,False,1
198,3.2,57,4,1,45.51745,-73.55684,0,False,False,False,0
338,1.94,35,3,3,45.50238479999999,-73.5556171,0,False,False,False,0
0,4.58,75,2,3,45.49848,-73.55508,1,False,False,False,0
0,0.12,2,31,10,45.49717,-73.55327,1,False,False,False,1
257,1.58,24,3,3,45.51414,-73.55547,0,False,False,False,0
0,0.52,5,31,1,45.51623735118442,-73.57126276255875,1,False,False,False,1
4,0.2,2,31,1,45.49515949166367,-73.56857366859913,0,False,False,False,1
351,3.87,69,3,27,45.50084,-73.55721,0,False,False,False,0
179,0.36,3,32,10,45.5168,-73.55497,0,False,False,False,1
232,3.24,56,2,3,45.49848,-73.55508,0,False,False,False,0
236,2.76,50,31,32,45.51344,-73.57438,0,False,False,False,0
0,0.0,0,31,6,45.50303,-73.55907,1,False,False,False,1
0,0.17,2,31,5,45.51736998103184,-73.56671992689371,1,False,False,False,1
273,1.19,18,31,11,45.5109029,-73.5693096,0,False,False,False,0
0,0.83,12,3,1,45.535686740193086,-73.71573042007401,1,False,False,False,1
249,3.08,55,31,32,45.51394938961469,-73.5721970203467,0,False,False,False,0
0,0.0,0,32,93,45.583710831795074,-73.59587069515158,1,False,False,False,1
246,0.91,13,2,8,45.53741646520219,-73.60697007385257,0,False,False,False,0
272,3.91,69,31,32,45.52608,-73.62112,0,False,False,False,0
263,0.0,0,31,1,45.53695,-73.62046,1,False,False,False,1
87,0.2,1,5,1,45.5457082,-73.5749438,0,False,False,False,1
88,0.36,6,31,2,45.43028899999999,-73.63822189999999,0,False,False,False,1
2,0.34,5,31,2,45.51269,-73.56763,0,False,False,False,1
227,2.22,35,1,1,45.45573419999999,-73.5837076,0,False,False,False,0
237,3.11,56,1,3,45.47797,-73.5571,0,False,False,False,0
88,2.2,39,1,24,45.523474365552985,-73.58539224011365,0,False,False,False,0
2,3.11,54,31,29,45.54366883052397,-73.54103843335766,0,False,True,False,0
2,2.6,45,31,29,45.543588342596514,-73.53980412772067,0,False,True,False,0
340,2.54,44,31,29,45.54352593321464,-73.53990679035994,0,False,True,False,0
361,2.02,34,31,29,45.5415531879508,-73.54048798531599,0,False,True,False,0
265,2.67,47,31,29,45.54329,-73.53946,0,False,True,False,0
107,1.73,32,1,11,45.46512,-73.61649,0,False,False,False,0
143,0.61,4,31,1,45.57869,-73.58039,0,False,False,False,1
0,0.14,2,32,9,45.532102671512526,-73.56715390735413,1,False,False,False,1
164,1.34,15,3,1,45.5365617,-73.6058427,0,False,True,False,0
2,0.3,5,32,6,45.5504199,-73.53347029999999,0,False,False,False,1
169,3.72,57,1,3,45.50314,-73.55684,0,False,False,False,0
273,0.0,0,6,9,45.49506,-73.55409,1,False,False,False,1
0,6.67,125,1,1,45.52627349999999,-73.6322023,1,False,False,False,0
0,5.0,80,1,2,45.5229860630242,-73.59029822051525,1,False,False,False,0
208,3.23,61,1,32,45.51498,-73.57833,0,False,False,False,0
244,0.11,2,31,5,45.48080847699824,-73.62857866602951,0,False,True,False,1
270,0.0,0,31,1,45.4357623340388,-73.60817136519042,1,False,False,False,1
95,0.28,3,31,5,45.54822646719887,-73.64193108657263,0,False,False,False,1
17,0.27,5,31,1,45.52263,-73.55342,0,False,False,False,1
0,0.0,0,32,1,45.52961020000001,-73.59140070000001,1,False,False,False,1
62,1.86,25,3,1,45.51479,-73.57016,0,False,False,False,0
244,0.49,8,31,2,45.55004,-73.60679,0,False,False,False,0
19,6.0,111,1,1,45.54727,-73.54738,0,False,False,False,0
128,0.14,2,31,55,45.503121520185545,-73.58434079162947,0,False,False,False,1
8,4.13,77,1,50,45.47731955416453,-73.58774300713573,0,False,True,False,0
9,3.6,68,1,50,45.47536,-73.58845,0,False,True,False,0
244,3.94,75,1,1,45.5895221487649,-73.63300213349258,0,False,False,False,0
166,0.0,0,2,8,45.50517,-73.55438,1,False,False,False,1
270,0.21,2,31,15,45.497336285427146,-73.62165905574454,0,False,True,False,0
118,0.12,1,80,1,45.565,-73.64653,0,False,False,False,1
107,1.18,19,4,4,45.51044210000001,-73.8487857,0,False,False,False,0
270,0.0,0,31,15,45.49579,-73.62066,1,False,True,False,1
177,0.0,0,31,2,45.52047,-73.73223,1,False,False,False,1
0,0.0,0,31,2,45.46528,-73.5706,1,False,True,False,1
136,0.27,4,54,3,45.492168773178,-73.56105001846112,0,False,False,False,1
50,0.0,0,31,2,45.493125628120055,-73.55692690529918,1,False,False,False,1
64,0.23,4,31,8,45.49456026617696,-73.63365822406372,0,False,False,False,1
270,0.32,4,32,7,45.54592,-73.54201,0,False,True,False,0
270,0.0,0,31,1,45.50131925150037,-73.7033120197478,1,False,False,False,0
319,1.5,28,2,1,45.4299081,-73.5990784,0,False,False,False,0
243,0.0,0,2,8,45.50746652020784,-73.55421254162233,1,False,False,False,1
68,0.0,0,2,8,45.50644513126834,-73.55411325663812,1,False,False,False,1
66,0.0,0,2,8,45.50702370846261,-73.55341097047649,1,False,False,False,1
92,0.0,0,2,8,45.50724969401071,-73.55307380478072,1,False,False,False,1
80,2.12,39,2,3,45.49245216234157,-73.56663660487594,0,False,True,False,0
305,0.0,0,32,6,45.46271127396927,-73.58199946582317,1,False,True,False,1
248,0.28,5,31,4,45.55365442434171,-73.53520244344996,0,False,False,False,0
0,1.91,18,1,1,45.51593387213767,-73.57926837920033,1,False,True,False,0
317,4.56,84,1,15,45.51668095949172,-73.58083785292315,0,False,False,False,0
270,0.0,0,33,1,45.47759708067928,-73.82730082631059,1,False,False,False,0
40,0.95,18,4,1,45.547419193997854,-73.57525993702271,0,False,True,False,1
269,0.0,0,31,2,45.50389,-73.5706,1,False,False,False,1
270,0.0,0,31,5,45.48938,-73.63645,1,False,True,False,1
0,0.59,9,365,69,45.49212779152653,-73.61180479360266,1,False,False,False,1
64,0.42,7,31,1,45.49092,-73.62875,0,False,False,False,1
258,4.31,79,2,9,45.52159640000001,-73.5772781,0,False,False,False,0
286,9.09,173,31,4,45.51007,-73.55143,0,False,True,False,0
318,3.95,59,2,31,45.504074036843015,-73.55796232533255,0,False,False,False,0
148,1.47,27,1,4,45.5188742,-73.57308189999999,0,False,False,False,0
270,0.0,0,120,7,45.58096206521523,-73.54061945568273,1,False,False,False,1
159,1.41,26,1,4,45.51884,-73.57315,0,False,False,False,0
139,4.41,66,1,4,45.5188742,-73.57308189999999,0,False,False,False,0
67,2.72,50,2,1,45.55329,-73.62132,0,False,False,False,0
269,0.0,0,31,1,45.6053893,-73.53093489999999,1,False,True,False,0
0,0.54,10,1,4,45.4963769992158,-73.8404790894316,1,False,True,False,1
337,0.62,3,2,1,45.672267393831945,-73.49466553028259,0,False,False,False,0
270,0.0,0,31,1,45.52164,-73.58204,1,False,False,False,1
2,0.42,7,31,1,45.465821961442096,-73.5708335559879,0,False,False,False,1
360,0.11,1,31,1,45.54791,-73.6823,0,False,False,False,0
0,0.15,1,31,4,45.51514543822351,-73.68741915819425,1,False,False,False,1
0,0.17,2,31,4,45.5158,-73.68734,1,False,True,False,1
0,0.14,2,31,4,45.51434604722121,-73.68610819528435,1,False,True,False,1
0,0.07,1,31,4,45.51658298346634,-73.68554851669835,1,False,True,False,1
283,4.91,83,31,6,45.51870345093224,-73.57167293582381,0,False,False,False,0
180,0.0,0,31,1,45.4721,-73.63883,1,False,True,False,1
328,8.54,152,1,47,45.49546,-73.57781,0,False,False,False,0
33,0.59,7,31,2,45.54036440680833,-73.60742664122472,0,False,False,False,1
35,1.44,24,31,1,45.48406840423009,-73.63156650489206,0,False,False,False,1
0,0.14,1,31,7,45.5200482,-73.5872541,1,False,False,False,1
23,0.37,6,31,3,45.43206911310793,-73.64069144658765,0,False,False,False,1
174,0.11,2,31,3,45.43083670162819,-73.64274956612067,0,False,False,False,1
365,0.0,0,31,2,45.51568525098397,-73.61552501510504,1,False,False,False,0
72,3.41,61,2,3,45.4760222836199,-73.55789548383316,0,False,False,False,0
270,0.07,1,31,20,45.50524,-73.56132,0,False,False,False,1
305,0.0,0,31,1,45.44097,-73.71831,1,False,False,False,0
0,0.0,0,31,4,45.481329901170646,-73.57326871930756,1,False,False,False,1
270,0.0,0,31,1,45.5230085,-73.5959065,1,False,False,False,1
1,1.46,26,2,1,45.56940190510572,-73.64700917154552,0,False,True,False,0
260,2.52,44,31,29,45.54157577046874,-73.54126649596837,0,False,True,False,0
284,2.54,44,1,29,45.54142,-73.53958,0,False,True,False,0
331,2.22,40,2,72,45.52181,-73.57684,0,False,False,False,0
3,0.59,1,31,72,45.524967482703126,-73.60292365564179,0,False,False,False,1
240,3.83,55,31,29,45.49552207656158,-73.58101779845514,0,False,False,False,0
8,1.18,20,2,1,45.5409987,-73.6033343,0,False,False,False,1
230,0.2,3,31,2,45.54719343069949,-73.54334930207055,0,False,False,False,1
2,0.86,12,1,9,45.49327917968261,-73.55825908650995,0,False,False,False,1
279,3.16,48,1,4,45.49238788001204,-73.58210066156316,0,False,False,False,0
263,0.0,0,31,2,45.52283,-73.58188,1,False,False,False,1
61,3.46,50,3,1,45.53473742723116,-73.57352679044524,0,False,False,False,0
260,0.38,2,31,1,45.477632389515634,-73.57896856963634,0,False,False,False,1
85,2.2,39,1,24,45.5235873600898,-73.5843107634188,0,False,False,False,0
0,0.3,5,32,8,45.45476511127374,-73.56465877336463,1,False,False,False,1
111,0.0,0,31,55,45.51543222502024,-73.56106613693288,1,False,False,False,1
226,2.8,48,2,3,45.4846499,-73.577803,0,False,False,False,0
37,0.0,0,31,93,45.64728,-73.58544,1,False,False,False,1
69,3.6,57,1,24,45.52517384436759,-73.58558963439071,0,False,False,False,0
249,0.0,0,31,4,45.5553737,-73.5838078,1,False,False,False,1
77,0.75,1,60,1,45.50602,-73.56611,0,False,False,False,1
77,3.41,61,2,2,45.49818,-73.57589,0,False,False,False,0
156,4.6,83,2,4,45.48902425165448,-73.62580705950425,0,False,False,False,0
270,0.0,0,31,1,45.4974839,-73.5830318,1,False,True,False,1
179,0.0,0,31,1,45.52477,-73.59825,1,False,True,False,1
316,0.0,0,31,2,45.50628717231581,-73.57309790103065,1,False,False,False,0
215,0.2,3,32,8,45.495716191115584,-73.62489611440625,0,False,True,False,1
0,0.49,7,5,1,45.54749,-73.55907,1,False,False,False,1
